business_name,technical_name,rule_name,object_name,start_line,end_line,start_column,end_column,merged
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\inlinepopups\editor_plugin_src.js._startDrag.Event_add_PARAM_3,384,423,5,6,384-423
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\inlinepopups\editor_plugin_src.js.open.Event_add_PARAM_3,227,236,6,7,227-236
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\media\editor_plugin_src.js.init.ed.onPreProcess_add_PARAM_1.each_PARAM_2,121,151,7,8,121-151
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\media\js\media.js.generatePreview,552,582,2,3,552-582
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\media\js\media.js.init,68,149,3,4,68-149
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\media\js\media.js.insertMedia,233,257,3,4,233-257
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\media\js\media.js.serializeParameters,370,451,2,3,370-451
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\paste\editor_plugin_src.js._insertWordContent,204,212,5,6,204-212
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\safari\editor_plugin_src.js.init.ed.onSetContent_add_PARAM_1.each_PARAM_2.each_PARAM_2,230,258,7,8,230-258
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\searchreplace\js\searchreplace.js.searchNext,66,100,3,4,66-100
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\table\editor_plugin_src.js._doExecCommand,568,1119,7,8,568-1119
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\table\editor_plugin_src.js.execCommand,168,191,4,5,168-191
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\table\js\cell.js.updateAction,71,126,2,3,71-126
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\table\js\row.js.updateAction,60,83,2,3,60-83
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\themes\advanced\editor_template_src.js._nodeChanged.ed.dom_getParent_PARAM_2,926,972,6,7,926-972
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\themes\advanced\editor_template_src.js.createControl,161,179,4,5,161-179
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\themes\advanced\js\image.js.getAttrib,163,209,4,5,163-209
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,XDRecipe.BL.Addrating.Insert,52,63,13,14,52-63
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,XDRecipe.BL.CookieRating.GetUserCookieRating,35,58,13,14,35-58
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,XDRecipe.Common.EventCalendar.EventCalendar.GetDayNameAbbrev,93,116,13,14,93-116
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,XDRecipe.Common.Utilities.Utility.GetDayNameAbbrev,113,136,13,14,113-136
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,XDRecipe.Common.Utilities.Utility.GetMonthName,148,187,13,14,148-187
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,XDRecipe.Common.Utilities.Utility.GetSortOptionOrderBy,759,767,13,14,759-767
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,XDRecipe.Common.Utilities.Utility.GetSquentialNumber,604,666,13,14,604-666
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,XDRecipe.Common.Utilities.Utility.PageRedirect,255,287,13,14,255-287
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,XDRecipe.Security.UserNameAndEmailValidation.ErrMsg.get,91,104,17,18,91-104
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,XDRecipe.Security.UserNameAndEmailValidation.IsValid.get,59,76,17,18,59-76
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,admin_confirmusersuspenddeleteedit.Page_Load,22,39,13,14,22-39
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,admin_recipemanager.dgRecipe_ItemDataBound,709,787,13,14,709-787
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,configuration.GetLastViewedCurrentSetting,137,169,9,10,137-169
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,confirmlayoutchange.Page_Load,33,42,17,18,33-42
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,confirmupdatepmconfig.Page_Load,21,30,13,14,21-30
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,confirmupdateprivatemsg.Page_Load,21,50,13,14,21-50
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,membershipmanagers.GetPreferredLayout,238,251,9,10,238-251
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,myaccount.GetDDLSelectedValue,223,236,9,10,223-236
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,myaccount.GetReturnFromUpdateMsg,359,374,13,14,359-374
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,pmsend.GetMethodMode,90,105,9,10,90-105
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,redirectionpage.Page_Load,81,96,13,14,81-96
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,searchuser.ConditionTextMsg.get,89,112,13,14,89-112
Efficiency,"Efficiency - Memory, Network and Disk Space Management","Avoid missing release of SQL connection after an effective lifetime (C#, VB.NET)",XDRecipe.DAL.DataAccess.Execute,285,314,9,10,285-314
Efficiency,"Efficiency - Memory, Network and Disk Space Management","Avoid missing release of SQL connection after an effective lifetime (C#, VB.NET)",XDRecipe.DAL.DataAccess.GetFromDataTable,47,81,9,10,47-81
Efficiency,"Efficiency - Memory, Network and Disk Space Management","Avoid missing release of SQL connection after an effective lifetime (C#, VB.NET)",XDRecipe.DAL.DataAccess.GetFromReader,133,161,9,10,133-161
Efficiency,"Efficiency - Memory, Network and Disk Space Management","Avoid missing release of SQL connection after an effective lifetime (C#, VB.NET)",XDRecipe.DAL.DataAccess.GetInt32,212,246,9,10,212-246
Security,"Efficiency - Memory, Network and Disk Space Management","Avoid missing release of SQL connection after an effective lifetime (C#, VB.NET)",XDRecipe.DAL.DataAccess.GetIntScalarVal,252,277,9,10,252-277
Security,"Efficiency - Memory, Network and Disk Space Management","Avoid missing release of SQL connection after an effective lifetime (C#, VB.NET)",XDRecipe.DAL.DataAccess.GetString,169,204,9,10,169-204
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid missing release of stream connection after an effective lifetime,XDRecipe.Security.Encryption.Decrypt,117,117,26,89,117-117
Security,"Efficiency - Memory, Network and Disk Space Management",Avoid missing release of stream connection after an effective lifetime,XDRecipe.Security.Encryption.Encrypt,71,71,26,91,71-71
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-SARGable queries,XDPortal.dbo.GetLastViewedRecipe,30,40,4,57,30-40
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-SARGable queries,XDPortal.dbo.GetRecipeOfTheDay,25,53,1,4,25-53
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-SARGable queries,XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,49,52,24,19,49-52
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-SARGable queries,XDPortal.dbo.spSelectPrivateMessageStatistic,14,14,1,119,14-14
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-SARGable queries,XDPortal.dbo.spSelectSiteStatistics,37,37,1,143,37-37
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.AdminGetRecipeComments,26,37,2,4,26-37
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.ArticleCountAll,13,15,5,4,13-15
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.GetAlphaLetterCount,20,20,3,77,20-20
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.GetCountTotalRecipes,1,21,1,2,1-21
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.GetHomePageCategoryMainCourseRecipe,13,28,6,4,13-28
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.GetHomepageEthnicRegionalCategory,13,28,6,4,13-28
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.GetLastViewedRecipe,20,20,3,77,20-20
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.GetRecipeFirstAlphaLetterName,1,21,1,2,1-21
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.GetSearchResultArticleCount,33,34,31,54,33-34
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.GetSearchResultCount,1,21,1,2,1-21
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.GetSortingRecipe,20,20,3,77,20-20
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.GetUnApprovedRecipeCount,1,21,1,2,1-21
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.GetXMLNewestRecipe,13,24,2,4,13-24
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.GetXMLToprecipe,13,24,2,4,13-24
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spActivateAccount,14,20,11,4,14-20
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spCheckEmailIfExistsAjax,1,39,1,2,1-39
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spCheckIfAccountIsActivated,38,38,3,78,38-38
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spCheckIfActivationCodeIsvalid,11,17,2,4,11-17
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spCheckUsernameAvailabilityAjax,38,38,3,78,38-38
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spDeleteAllPMInTrash,1,13,1,2,1-13
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spDeleteUser,32,34,2,4,32-34
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spGetActivationUserName,11,17,2,4,11-17
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spGetCountofUnApprovedArticle,9,15,2,4,9-15
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spGetUserID,12,18,2,4,12-18
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spInsertPrivateMessage,38,38,3,78,38-38
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectAdminUserLogin,8,8,3,77,8-8
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectAllArticleByUser,22,22,1,87,22-22
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectAllPublicEvents,1,14,1,2,1-14
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectArticleCommentAdmin,1,10,1,2,1-10
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectCheckUserActivation,12,18,2,4,12-18
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectCommentArticle,11,23,8,4,11-23
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectCommentRecipe,15,27,8,4,15-27
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectCountPMinTrashByUserID,12,12,3,79,12-12
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectCountSentPM,11,17,2,4,11-17
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectEventWeekView,13,13,3,83,13-13
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectGetAllRecipeByUser,21,21,1,87,21-21
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectGetAllRecipeCommentByUser,17,25,1,16,17-25
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectGetUserArticleCommentByUser,9,9,3,81,9-9
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectGetUserIDByUsername,1,39,1,2,1-39
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectIsUserBlockedFromSendingPM,38,38,3,78,38-38
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectLast25UsersWhoCommentedARecipe,10,10,3,81,10-10
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectPastPublicEvents,51,63,6,11,51-63
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectPrivateMessageStatistic,1,13,1,2,1-13
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectPrivateMessages,1,13,1,2,1-13
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectRecoverLostPassword,1,39,1,2,1-39
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectSearchUser,22,52,3,61,22-52
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectSiteStatistics,40,40,1,97,40-40
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectTop50UsersWhoHasNotActivatedAnAccount,1,39,1,2,1-39
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectUpComingPublicEvents,1,14,1,2,1-14
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectUser,1,10,1,2,1-10
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectUserNewPrivateMessage,11,17,2,4,11-17
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectUserPrivateMessage,11,30,2,4,11-30
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spSelectUserStatus,38,38,3,78,38-38
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spValidateUsernameAndEmailOnRegistration,16,16,17,99,16-16
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.spVerifyUserLoginCredential,1,39,1,2,1-39
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid non-indexed SQL queries,XDPortal.dbo.usersview,1,8,1,2,1-8
Security,Programming Practices - Error and Exception Handling,Avoid rethrowing exception explicitly,XDRecipe.BL.Providers.Article.ProviderArticleCategoryDropdown.createCategoryListArticle,58,58,19,33,58-58
Security,Programming Practices - Error and Exception Handling,Avoid rethrowing exception explicitly,XDRecipe.BL.Providers.Recipes.ProviderRecipeCategoryDropdown.createCategoryListRecipe,61,61,17,26,61-61
Security,Programming Practices - Error and Exception Handling,Avoid rethrowing exception explicitly,XDRecipe.BL.Providers.Recipes.RandomRecipe.FillUp,79,79,19,33,79-79
Security,Programming Practices - Error and Exception Handling,Avoid rethrowing exception explicitly,XDRecipe.BL.Providers.Recipes.RecipeoftheDay.FillUp,90,90,19,28,90-90
Security,Secure Coding - API Abuse,Avoid storing passwords in Comments,test.Page_Load,363,363,9,124,363-363
Security,Programming Practices - Error and Exception Handling,Avoid throwing exception from property getters,XDRecipe.DAL.DataAccess.ConnectionString.get,36,36,27,153,36-36
Security,Secure Coding - Encapsulation,Avoid types that own disposable fields and are not disposable,XDRecipe.Model.Comment,49,49,28,41,49-49
Security,Secure Coding - Encapsulation,Avoid types that own disposable fields and are not disposable,XDRecipe.Model.Rating,37,37,31,43,37-37
Security,Programming Practices - Unexpected Behavior,Avoid unqualified column references,XDPortal.dbo.CategoryPage_Article,17,52,5,4,17-52
Security,Programming Practices - Unexpected Behavior,Avoid unqualified column references,XDPortal.dbo.GetArticleSearchResult,33,70,5,101,33-70
Security,Programming Practices - Unexpected Behavior,Avoid unqualified column references,XDPortal.dbo.spSelectLast5ArticleByUser,11,26,2,4,11-26
Security,Secure Coding - Weak Security Features,Avoid using .append() after() with jQuery 1.4.2 (or older),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js,356,356,40,126,356-356
Security,Secure Coding - Weak Security Features,Avoid using .append() after() with jQuery 1.4.2 (or older),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\alertbox.js,60,60,14,238,60-60
Security,Secure Coding - Weak Security Features,Avoid using Ajax method without dataType with jQuery version older than 3.0.0,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js,409,415,5,7,409-415
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid using DISTINCT in SQL SELECT statements,XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,18,57,2,21,18-57
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid using DISTINCT in SQL SELECT statements,XDPortal.dbo.spSelectUsersWhoSavedThisRecipeInCookBook,22,26,6,32,22-26
Security,"Efficiency - Memory, Network and Disk Space Management",Avoid using Javascript Document.all collection,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\popupcalendarpicker.js.init,162,162,78,101,162-162
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid using Javascript Document.all collection,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\rcipejs.js.bookmark,46,46,9,21,46-46
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid using Javascript Document.all collection,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\wz_tooltip.js.tt_Browser,339,339,37,49,339-339
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid using Javascript Document.all collection,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\wz_tooltip.js.tt_GetElt,222,222,21,37,222-222
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,AjaxRequest.DeleteAFriend,324,324,58,95,324-324
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,AjaxRequest.DeleteInBoxPM,249,249,30,68,249-249
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,AjaxRequest.DeleteSentPM,272,272,34,72,272-272
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,AjaxRequest.DeleteUserRecipeInCookBook,307,307,78,115,307-307
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,AjaxRequest.GetPublicEventDetails,374,374,65,117,374-374
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,AjaxRequest.MarkPMAsOldMessageOnImageIconClick,195,195,52,89,195-195
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,AjaxRequest.MarkPrivateMessageAsOldMessage,176,176,74,112,176-176
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,AjaxRequest.MovePrivateMessageBackToInbox,230,230,63,101,230-230
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,AjaxRequest.MovePrivateMessageToTrash,213,213,59,97,213-213
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,XDRecipe.Common.Utilities.Utility.IsNumeric,974,974,17,36,974-974
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,XDRecipe.Common.Utilities.Utility.Val,848,848,36,71,848-848
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,addarticle.Add_Article,58,58,29,76,58-58
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,addrecipe.Add_Recipe,60,60,32,76,60-60
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_articlecommentmanager.ArticleComments_RowCommand,119,119,25,67,119-119
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_articlecommentmanager.DeleteAllSelectedItems_Click,165,165,29,88,165-165
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_articlecommentmanager.Update_Comments,98,98,22,55,98-98
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_articlemanager.ApprovedDelete_Article,147,147,26,68,147-147
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_articlemanager.Update_Category,214,214,26,63,214-214
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_categorymanager.Add_Category,116,116,31,65,116-116
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_categorymanager.Delete_Category,90,90,26,63,90-90
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_categorymanager.Edit_Handle,182,182,171,196,182-182
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_categorymanager.Update_Category,65,65,26,63,65-65
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_commentsmanager.DeleteAllSelectedItems_Click,168,168,29,87,168-168
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_commentsmanager.RecipeComments_RowCommand,119,119,25,67,119-119
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_commentsmanager.Update_Comments,97,97,22,55,97-97
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_confirmusersuspenddeleteedit.Page_Load,20,20,26,63,20-20
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_deleteuser.DeleteUser_Click,31,31,22,59,31-31
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_editing.Update_Recipe,68,68,22,55,68-68
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_editprofile.Page_Load,30,30,23,60,30-30
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_editprofile.Update_User,97,97,31,102,97-97
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_popupviewusercookbook.Page_Load,20,20,26,63,20-20
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_popupviewuserfriendslist.Page_Load,20,20,26,63,20-20
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_popupviewusersuspenionnote.Page_Load,20,20,26,63,20-20
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_recipemanager.Delete_Recipes,606,606,25,51,606-606
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_recipemanager.MonthSearch,437,437,72,111,437-437
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_suspenduserwithnote.Page_Load,34,34,26,63,34-34
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_suspenduserwithnote.Suspend_User,45,45,26,63,45-45
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,admin_updatearticle.Update_Article,68,68,25,70,68-68
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,configuration.AdminUpdateLastViewedHours_Click,175,175,71,116,175-175
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,configuration.ConfigProfilePage_Click,113,113,37,84,113-113
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,configuration.CookBookSetting_Click,120,120,59,119,120-120
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,configuration.EnabledDisableArticleComment_Click,106,106,50,102,106-106
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,configuration.EnabledDisbledRecipeComment_Click,98,98,71,109,98-98
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,configuration.FriendsListSetting_Click,127,127,62,114,127-127
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,confirmaddeditrecipe.Page_Load,21,21,83,119,21-21
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,confirmlayoutchange.Page_Load,36,36,79,120,36-36
Security,Programming Practices - Unexpected Behavior,Avoid using Parse for primitive types and used instead TryParse,editarticle.Update_Article,84,84,29,76,84-84
