business_name,technical_name,rule_name,object_name,start_line,end_line,start_column,end_column,merged
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast25UsersWhoAddedRecipeInCookBook,9,27,2,4,9-27
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast25UsersWhoCommentedARecipe,12,22,5,21,12-22
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast50ExceptionErrorLog,9,17,2,4,9-17
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast5ArticleByUser,11,26,2,4,11-26
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast5RecipeByUser,11,29,2,4,11-29
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast5UsersWhoSavedMyRecipeInCookBook,11,26,2,4,11-26
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectNewFriendsWaitingForApproval,11,33,2,4,11-33
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectOtherArticlesByThisAuthor,19,37,3,9,19-37
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPMReadingMsgValidation,12,18,5,4,12-18
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPMReadingSentMsgValidation,12,18,5,4,12-18
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPastPublicEvents,64,74,6,4,64-74
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessageByPMID,11,17,2,4,11-17
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessageStatistic,16,18,1,4,16-18
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessages,52,85,4,44,52-85
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectReadPrivateMessage,28,30,2,4,28-30
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectReadSentPrivateMessage,12,28,2,4,12-28
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectRecipeCategory,13,25,2,4,13-25
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectRecoverLostPassword,12,15,3,7,12-15
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectRelatedArticle,14,17,2,9,14-17
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSearchUser,55,64,2,4,55-64
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectShowAllPMBlockedUsersByUserID,11,24,2,4,11-24
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteConfigurationAdmin,13,23,2,4,13-23
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,40,40,1,97,40-40
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectTop25UsersWhoCommentARecipe,9,15,2,4,9-15
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectTop25UsersWhoCommentAnArticle,9,15,2,4,9-15
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectTop50UsersWhoHasNotActivatedAnAccount,9,19,2,4,9-19
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUnApprovedArticle,9,26,2,4,9-26
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUpComingPublicEvents,51,63,6,11,51-63
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUser,22,22,1,108,22-22
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUserCookBookConfig,11,13,4,4,11-13
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUserNewPrivateMessage,11,17,2,4,11-17
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUserPhotoByUserID,11,13,2,4,11-13
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUserPrivateMessage,11,30,2,4,11-30
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUserStatus,10,16,2,4,10-16
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUsersCookBook,16,16,2,86,16-16
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUsersCookBookMain,26,63,3,26,26-63
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUsersFeaturesConfiguration,11,23,2,4,11-23
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUsersWhoSavedThisRecipeInCookBook,22,26,6,32,22-26
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectUsersrecipeInCookBook,15,37,2,4,15-37
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectViewDeleteduserLog,9,17,2,4,9-17
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectViewSuspenionNoteByuserID,11,19,2,4,11-19
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectViewUsersRecipeSavedPublishedByMe,12,24,2,4,12-24
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectWhoAddsMeInFriendsList,11,23,2,4,11-23
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSuspendUserWithNote,21,26,3,4,21-26
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUdateApprovedAFriend,12,15,2,4,12-15
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateArticleCommentConfiguration,11,13,2,4,11-13
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateConfigNumberOfRecordsInFriendsListAdmin,11,13,2,4,11-13
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateLastVisit,9,13,1,4,9-13
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateMarkPMUnreadOrRead,13,16,1,4,13-16
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateMarkedPMOldMsgViaAJAX,12,12,1,80,12-12
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateNumRecordsCookBookProfile,12,15,5,4,12-15
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateNumRecordsFriendsListProfile,12,15,5,4,12-15
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateNumberOfRecordsInCookBookAdmin,11,13,2,4,11-13
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdatePreferredLayoutPageSizeFromMyAccount,14,14,2,102,14-14
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateShowHideCookBookInProfile,12,15,5,4,12-15
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateShowHideFriendsListProfile,12,15,5,4,12-15
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateUser,132,132,27,83,132-132
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateUserPreferredLayout,20,24,1,9,20-24
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateUserPreferredPageSize,22,23,1,6,22-23
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateUserReceivePM,10,13,2,4,10-13
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spUpdateUserReceivePMEmailAlert,10,13,2,4,10-13
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spValidateUsernameAndEmailOnRegistration,26,29,3,4,26-29
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spVerifyUserLoginCredential,12,14,2,4,12-14
Security,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\addarticle.aspx,179,179,40,58,179-179
Security,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\articlemanager.aspx,172,172,40,61,172-172
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\commentsmanager.aspx,34,34,36,57,34-34
Security,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\configuration.aspx,16,16,36,57,16-16
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\deleteduserlogview.aspx,16,16,36,57,16-16
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\deleteuser.aspx,16,16,36,57,16-16
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\membershipmanagers.aspx,24,24,36,57,24-24
Security,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\popupviewusercookbook.aspx,16,16,36,57,16-16
Security,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\popupviewuserfriendslist.aspx,16,16,36,57,16-16
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\recipemanager.aspx,12,12,36,57,12-12
Security,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\suspenduserwithnote.aspx,16,16,36,57,16-16
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\editarticle.aspx,173,173,40,58,173-173
Security,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\pmsend.aspx,183,183,40,58,183-183
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\popupuserprofile.aspx,19,19,36,54,19-19
Efficiency,Efficiency - Expensive Calls in Loops,Avoid calling a function in a termination loop (Javascript),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\popupcalendarpicker.js.hideElement,46,46,21,47,46-46
Efficiency,Efficiency - Expensive Calls in Loops,Avoid calling a function in a termination loop (Javascript),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\popupcalendarpicker.js.showElement,89,89,21,47,89-89
Efficiency,Efficiency - Expensive Calls in Loops,Avoid calling a function in a termination loop (Javascript),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\table\editor_plugin_src.js._doExecCommand,787,787,31,63,787-787
Efficiency,Efficiency - Expensive Calls in Loops,Avoid calling a function in a termination loop (Javascript),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\table\editor_plugin_src.js._doExecCommand.copyRow,440,440,27,58,440-440
Efficiency,Efficiency - Expensive Calls in Loops,Avoid calling a function in a termination loop (Javascript),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\table\editor_plugin_src.js._doExecCommand.trimRow,342,342,25,56,342-342
Security,Secure Coding - Input Validation,Avoid disabling ValidateRequest in ASPX page,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\addarticle.aspx,1,1,71,94,1-1
Security,Secure Coding - Input Validation,Avoid disabling ValidateRequest in ASPX page,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\updatearticle.aspx,1,1,47,70,1-1
Security,Secure Coding - Input Validation,Avoid disabling ValidateRequest in ASPX page,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\editarticle.aspx,1,1,71,94,1-1
Security,Secure Coding - Input Validation,Avoid disabling ValidateRequest in ASPX page,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\pmsend.aspx,1,1,47,70,1-1
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestTextUsernamePost,45,45,6,16,45-45
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\popupAjax.js.sack.runAJAX,130,130,8,20,130-130
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\showimageajax.js.sack.runAJAX,130,130,8,20,130-130
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\fullscreen\editor_plugin_src.js.init.ed_addCommand_PARAM_2,44,46,8,7,44-46
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\template\js\template.js.getFileContents.g,88,89,6,5,88-89
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\themes\advanced\js\color_picker.js.setCol,248,250,4,3,248-250
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,XDRecipe.BL.ImageUploadManager.UploadRecipeImage,91,94,25,26,91-94
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,XDRecipe.BL.ImageUploadManager.UploadUserImage,202,205,21,22,202-205
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,XDRecipe.BL.Providers.Recipes.LastViewedRecipeProvider.GetMinuteSpan.get,40,42,17,18,40-42
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,admin_deleteuser.DeleteUser_Click,55,57,13,14,55-57
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,admin_recipemanager.BindData,247,249,9,10,247-249
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,admin_recipemanager.Delete_Recipes,593,595,13,14,593-595
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,editrecipe.Page_Load,71,74,13,14,71-74
Security,Programming Practices - Error and Exception Handling,Avoid empty catch blocks,recipealphaletter.BindList,150,153,9,10,150-153
Security,Programming Practices - Error and Exception Handling,Avoid empty finally blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestDeleteAFriend,256,256,6,15,256-256
Security,Programming Practices - Error and Exception Handling,Avoid empty finally blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestDeleteSentPM,294,294,6,15,294-294
Security,Programming Practices - Error and Exception Handling,Avoid empty finally blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestDeleteTrashInboxPM,275,275,6,15,275-275
Security,Programming Practices - Error and Exception Handling,Avoid empty finally blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestDeleteUserRecipeInCookBook,237,237,6,15,237-237
Security,Programming Practices - Error and Exception Handling,Avoid empty finally blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestEmailTextPost,85,85,6,15,85-85
Security,Programming Practices - Error and Exception Handling,Avoid empty finally blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestEmptyTrash,313,313,6,15,313-313
Security,Programming Practices - Error and Exception Handling,Avoid empty finally blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestLostPasswordTextPost,125,125,6,15,125-125
Security,Programming Practices - Error and Exception Handling,Avoid empty finally blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestMarkOldMsg,163,163,6,15,163-163
Security,Programming Practices - Error and Exception Handling,Avoid empty finally blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestMarkOldMsgOnClickIconImage,180,180,6,15,180-180
Security,Programming Practices - Error and Exception Handling,Avoid empty finally blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestMovePMBackToInbox,218,218,6,15,218-218
Security,Programming Practices - Error and Exception Handling,Avoid empty finally blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestMovePMToTrash,199,199,6,15,199-199
Security,Programming Practices - Error and Exception Handling,Avoid empty finally blocks,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\Ajaxrequest.js.sendRequestTextUsernamePost,46,46,6,15,46-46
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid explicit comparison with NULL,XDPortal.dbo.spAddRecipe,34,37,2,6,34-37
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts deleting data on the same SQL table,XDPortal.dbo.COMMENTS_RECIPE,32,33,10,29,32-33
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts deleting data on the same SQL table,XDPortal.dbo.Cooking_Article,13,14,9,28,13-14
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts deleting data on the same SQL table,XDPortal.dbo.FriendsList,12,13,45,60,12-13
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts deleting data on the same SQL table,XDPortal.dbo.PrivateMessage,12,13,10,28,12-13
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts deleting data on the same SQL table,XDPortal.dbo.Recipes,17,18,10,21,17-18
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts deleting data on the same SQL table,XDPortal.dbo.userCookBook,23,24,10,26,23-24
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts inserting data on the same SQL Table,XDPortal.dbo.Cooking_Article,27,28,16,31,27-28
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts inserting data on the same SQL Table,XDPortal.dbo.UserSuspenionLog,20,21,16,36,20-21
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts updating data on the same SQL Table,XDPortal.dbo.Configuration,16,17,9,22,16-17
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts updating data on the same SQL Table,XDPortal.dbo.Cooking_Article,15,16,13,32,15-16
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts updating data on the same SQL Table,XDPortal.dbo.FriendsList,17,18,31,46,17-18
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts updating data on the same SQL Table,XDPortal.dbo.PrivateMessage,13,14,9,27,13-14
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts updating data on the same SQL Table,XDPortal.dbo.Recipes,18,19,12,23,18-19
Security,Architecture - Multi-Layers and Data Access,Avoid having multiple artifacts updating data on the same SQL Table,XDPortal.dbo.usersmain,12,13,13,26,12-13
Security,Secure Coding - Input Validation,Avoid hidden form fields to prevent parameter tampering (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\addrecipe.aspx,40,40,17,25,40-40
Security,Secure Coding - Input Validation,Avoid hidden form fields to prevent parameter tampering (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\commentsmanager.aspx,36,36,13,21,36-36
Security,Secure Coding - Input Validation,Avoid hidden form fields to prevent parameter tampering (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\editing.aspx,86,86,30,38,86-86
Security,Secure Coding - Input Validation,Avoid hidden form fields to prevent parameter tampering (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\exceptionlogmanager.aspx,52,52,13,21,52-52
Security,Secure Coding - Input Validation,Avoid hidden form fields to prevent parameter tampering (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\updatearticle.aspx,78,78,19,27,78-78
Security,Secure Coding - Input Validation,Avoid hidden form fields to prevent parameter tampering (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\articledetail.aspx,162,162,17,25,162-162
Security,Secure Coding - Input Validation,Avoid hidden form fields to prevent parameter tampering (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\editrecipe.aspx,41,41,17,25,41-41
Security,Secure Coding - Input Validation,Avoid hidden form fields to prevent parameter tampering (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\recipedetail.aspx,164,164,17,25,164-164
Efficiency,Efficiency - Expensive Calls in Loops,Avoid method invocation in a loop termination expression,XDRecipe.Common.Caching.PurgeCacheItems,65,65,31,39,65-65
Efficiency,Efficiency - Expensive Calls in Loops,Avoid method invocation in a loop termination expression,XDRecipe.Common.DropdownlistHelper.FillUpDropDown,29,29,23,31,29-29
Efficiency,Efficiency - Expensive Calls in Loops,Avoid method invocation in a loop termination expression,test.PrintDay,96,96,42,56,96-96
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,AjaxRequest.Page_Load,37,90,13,14,37-90
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\popupAjax.js.sack.runAJAX.onreadystatechange,135,163,6,7,135-163
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\showimageajax.js.sack.runAJAX.onreadystatechange,135,163,6,7,135-163
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\wz_tooltip.js.tt_SetOpa,1253,1263,3,4,1253-1263
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\advimage\js\image.js.getAttrib,187,234,4,5,187-234
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\compat2x\editor_plugin_src.js.switchClass,153,167,6,7,153-167
Security,Programming Practices - Error and Exception Handling,Avoid missing default in switch statements,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\fullpage\js\fullpage.js.init.tinymce_each_PARAM_2,144,153,3,4,144-153
